股票代码,东财行业,证监会行业
605266,医药生物-医药商业-医药商业,批发和零售业-零售业
600246,房地产-房地产开发-房地产开发,房地产业-房地产业
688019,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业
600372,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业
300753,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
601390,建筑-基础建设-铁路城轨建设,建筑业-土木工程建筑业
603320,电气设备-电机-电机,制造业-通用设备制造业
600088,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
600482,国防与装备-船舶与海洋装备-船舶制造,制造业-铁路、船舶、航空航天和其他运输设备制造业
301197,机械设备-通用设备-仪器仪表,信息传输、软件和信息技术服务业-软件和信息技术服务业
600312,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
300657,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
300895,互联网-互联网服务-综合互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
600961,有色金属-基本金属-铅锌,制造业-有色金属冶炼和压延加工业
301113,轻工制造-家具-家具制造,制造业-家具制造业
603989,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002555,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
688598,有色金属-金属非金属新材料-非金属新材料,制造业-非金属矿物制品业
002072,商贸零售-贸易-贸易,批发和零售业-批发业
300913,信息技术-通信设备-通信传输设备,制造业-电气机械和器材制造业
688248,公用事业-电力-其他发电,科学研究和技术服务业-专业技术服务业
000883,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
688070,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业
301169,休闲、生活及专业服务-专业服务-调查与咨询服务,租赁和商务服务业-商务服务业
002139,电子设备-电子设备制造-电子设备制造,制造业-电气机械和器材制造业
300620,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
300718,机械设备-通用设备-基础件,制造业-通用设备制造业
301233,基础化工-橡胶制品-其他橡胶制品,制造业-橡胶和塑料制品业
600529,医药生物-医疗器械-医疗器械,制造业-非金属矿物制品业
600271,信息技术-计算机硬件-专用计算机设备,信息传输、软件和信息技术服务业-软件和信息技术服务业
002850,机械设备-金属制品-金属制品,制造业-金属制品业
600601,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
600310,公用事业-电力-水电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
605158,机械设备-金属制品-金属制品,制造业-金属制品业
600863,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002051,建筑-建筑施工-专业工程,建筑业-土木工程建筑业
001339,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
603662,机械设备-通用设备-仪器仪表,制造业-计算机、通信和其他电子设备制造业
002976,机械设备-金属制品-金属制品,制造业-金属制品业
600635,公用事业-燃气-燃气,电力、热力、燃气及水生产和供应业-燃气生产和供应业
000156,文化传媒-广播电视-有线电视,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务
605117,家电-其他家电-其他家电,制造业-电气机械和器材制造业
300458,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
301555,基础化工-合成纤维及树脂-合成树脂,制造业-化学原料和化学制品制造业
003816,公用事业-电力-其他发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002237,有色金属-贵金属-黄金,制造业-有色金属冶炼和压延加工业
301611,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业
603325,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
300996,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
601689,交运设备-汽车-汽车零部件,制造业-汽车制造业
600037,文化传媒-广播电视-有线电视,信息传输、软件和信息技术服务业-电信、广播电视和卫星传输服务
605319,交运设备-汽车-汽车零部件,制造业-汽车制造业
301285,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002716,有色金属-稀有金属-其他稀有小金属,制造业-有色金属冶炼和压延加工业
605598,建筑-建筑施工-专业工程,建筑业-土木工程建筑业
002847,食品饮料-食品-食品综合,制造业-食品制造业
300415,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
603160,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
688208,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
300115,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
301128,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
001289,公用事业-电力-新能源发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
688646,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
300279,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
300739,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
688508,电子设备-半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业
000987,金融-非银行金融-其他非银行金融,金融业-其他金融业
002755,医药生物-化学制药-化学制剂,制造业-医药制造业
601881,金融-非银行金融-证券,金融业-资本市场服务
600406,电气设备-输变电设备-电气自控设备,信息传输、软件和信息技术服务业-软件和信息技术服务业
301631,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
688306,交运设备-汽车-汽车零部件,制造业-专用设备制造业
000682,电气设备-输变电设备-电气自控设备,信息传输、软件和信息技术服务业-软件和信息技术服务业
301329,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
603161,交运设备-汽车-汽车零部件,制造业-汽车制造业
603093,金融-非银行金融-其他非银行金融,金融业-资本市场服务
688125,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
603501,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
600167,公用事业-电力-其他发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
301056,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002246,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
301282,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
002670,金融-非银行金融-证券,金融业-资本市场服务
688046,医药生物-生物医药-生物医药,科学研究和技术服务业-研究和试验发展
301330,信息技术-计算机软件-行业应用软件,制造业-计算机、通信和其他电子设备制造业
605555,家电-小家电-小家电,制造业-电气机械和器材制造业
300496,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
301199,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
603876,有色金属-基本金属-铝,制造业-有色金属冶炼和压延加工业
603887,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002063,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
600030,金融-非银行金融-证券,金融业-资本市场服务
002415,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
300678,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
603367,医药生物-化学制药-化学制剂,制造业-医药制造业
300756,机械设备-专用设备-其他专用机械,制造业-文教、工美、体育和娱乐用品制造业
003019,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002851,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
601231,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
605050,交通运输-物流-物流,交通运输、仓储和邮政业-多式联运和运输代理业
601789,建筑-建筑施工-房屋建筑,建筑业-土木工程建筑业
000839,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
600163,公用事业-电力-其他发电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002296,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
000792,基础化工-化肥农药-钾肥,制造业-化学原料和化学制品制造业
300602,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
002853,轻工制造-家具-家具制造,制造业-家具制造业
002845,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
601636,建材-玻璃-玻璃,制造业-非金属矿物制品业
002226,基础化工-化学制品-民爆用品,制造业-化学原料和化学制品制造业
002428,有色金属-稀有金属-其他稀有小金属,制造业-有色金属冶炼和压延加工业
688018,电子设备-半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业
603936,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
603025,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
605277,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
002491,信息技术-通信设备-通信传输设备,制造业-电气机械和器材制造业
000887,交运设备-汽车-汽车零部件,制造业-橡胶和塑料制品业
301353,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002225,建材-耐火材料-耐火材料,制造业-非金属矿物制品业
000625,交运设备-汽车-乘用车,制造业-汽车制造业
300926,交运设备-汽车-汽车零部件,制造业-汽车制造业
002434,交运设备-汽车-汽车零部件,制造业-汽车制造业
601877,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
002536,交运设备-汽车-汽车零部件,制造业-汽车制造业
600685,国防与装备-船舶与海洋装备-船舶制造,制造业-铁路、船舶、航空航天和其他运输设备制造业
301503,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
600438,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
300352,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
688401,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业
001376,公用事业-电力-热电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
000157,机械设备-专用设备-工程机械,制造业-专用设备制造业
603171,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-互联网和相关服务
003007,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
601020,有色金属-基本金属-铅锌,采矿业-有色金属矿采选业
601669,建筑-基础建设-水利建设,建筑业-土木工程建筑业
002475,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
600089,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
300540,机械设备-专用设备-其他专用机械,制造业-通用设备制造业
600301,有色金属-基本金属-锡,采矿业-有色金属矿采选业
688618,互联网-互联网服务-其他互联网服务,制造业-计算机、通信和其他电子设备制造业
002870,交运设备-汽车-汽车零部件,制造业-汽车制造业
000960,有色金属-基本金属-锡,制造业-有色金属冶炼和压延加工业
000779,休闲、生活及专业服务-专业服务-调查与咨询服务,科学研究和技术服务业-专业技术服务业
688690,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
301157,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
600690,家电-白色家电-白色家电,制造业-电气机械和器材制造业
600717,交通运输-港口航运-港口,交通运输、仓储和邮政业-水上运输业
600765,机械设备-通用设备-基础件,制造业-铁路、船舶、航空航天和其他运输设备制造业
600021,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002922,电气设备-电源设备-其他电源设备,制造业-电气机械和器材制造业
688379,机械设备-金属制品-金属制品,制造业-金属制品业
000048,农林牧渔-畜牧业-饲料,农、林、牧、渔业-畜牧业
002996,有色金属-基本金属-铝,制造业-废弃资源综合利用业
002011,机械设备-通用设备-制冷空调设备,制造业-通用设备制造业
002681,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业
603929,建筑-建筑施工-专业工程,建筑业-建筑安装业
002945,金融-非银行金融-证券,金融业-资本市场服务
600519,食品饮料-饮料-白酒,制造业-酒、饮料和精制茶制造业
000737,有色金属-基本金属-铜,制造业-有色金属冶炼和压延加工业
300323,电子设备-光电子器件-LED,制造业-计算机、通信和其他电子设备制造业
603859,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300034,机械设备-金属制品-金属制品,制造业-有色金属冶炼和压延加工业
688772,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
300748,有色金属-金属非金属新材料-磁性材料,制造业-非金属矿物制品业
002001,医药生物-保健护理-保健护理产品,制造业-医药制造业
000045,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
002236,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
002429,家电-视听器材-视听器材,制造业-计算机、通信和其他电子设备制造业
300274,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
300674,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300720,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
301376,轻工制造-家具-家具制造,批发和零售业-零售业
300448,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
688133,休闲、生活及专业服务-专业服务-其他专业服务,科学研究和技术服务业-研究和试验发展
300911,家电-其他家电-其他家电,制造业-电气机械和器材制造业
603197,交运设备-汽车-汽车零部件,制造业-汽车制造业
002760,机械设备-金属制品-金属制品,制造业-金属制品业
601311,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
600136,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
301279,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002667,有色金属-稀有金属-锂,制造业-有色金属冶炼和压延加工业
601878,金融-非银行金融-证券,金融业-资本市场服务
301046,公用事业-电力-新能源发电,建筑业-土木工程建筑业
001267,建筑-建筑施工-园林工程,建筑业-土木工程建筑业
688314,医药生物-医疗器械-医疗器械,制造业-专用设备制造业
600428,交通运输-港口航运-航运,交通运输、仓储和邮政业-水上运输业
002792,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
603050,电气设备-输变电设备-电气自控设备,制造业-电气机械和器材制造业
603612,基础化工-化学制品-其他化学制品,制造业-非金属矿物制品业
300498,农林牧渔-畜牧业-养殖,农、林、牧、渔业-畜牧业
603528,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
002815,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002283,交运设备-汽车-汽车零部件,制造业-汽车制造业
688702,电子设备-半导体-集成电路,信息传输、软件和信息技术服务业-软件和信息技术服务业
603799,有色金属-稀有金属-其他稀有小金属,制造业-有色金属冶炼和压延加工业
688056,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
688257,机械设备-金属制品-金属制品,制造业-有色金属冶炼和压延加工业
603860,休闲、生活及专业服务-专业服务-调查与咨询服务,科学研究和技术服务业-专业技术服务业
688372,电子设备-半导体-半导体材料,科学研究和技术服务业-专业技术服务业
300839,基础化工-化学制品-其他化学制品,制造业-石油、煤炭及其他燃料加工业
000905,交通运输-港口航运-港口,批发和零售业-批发业
301170,交运设备-汽车-汽车零部件,制造业-汽车制造业
002535,机械设备-专用设备-矿山冶金机械,制造业-专用设备制造业
300952,纺织服装-纺织-其他纺织,制造业-纺织业
688272,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
600458,交运设备-轨道交通设备-轨道交通设备,制造业-橡胶和塑料制品业
688092,机械设备-专用设备-其他专用机械,制造业-通用设备制造业
688229,互联网-互联网服务-其他互联网服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
600864,金融-非银行金融-证券,金融业-资本市场服务
300383,互联网-互联网技术-云服务(含IDC、CDN),信息传输、软件和信息技术服务业-软件和信息技术服务业
603031,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
688316,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-互联网和相关服务
300249,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
000977,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
300925,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
603296,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业
002328,交运设备-汽车-汽车零部件,制造业-汽车制造业
600446,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
688249,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
000821,电气设备-电源设备-太阳能,制造业-专用设备制造业
300617,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
300849,基础化工-化学制品-塑料制品,制造业-橡胶和塑料制品业
600570,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
000776,金融-非银行金融-证券,金融业-资本市场服务
000970,有色金属-金属非金属新材料-磁性材料,制造业-计算机、通信和其他电子设备制造业
002126,交运设备-汽车-汽车零部件,制造业-汽车制造业
688559,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
002142,金融-银行-股份制与城商行,金融业-货币金融服务
300777,基础化工-合成纤维及树脂-其他纤维,制造业-化学纤维制造业
688472,电子设备-电子器件-其他电子器件,制造业-电气机械和器材制造业
300050,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300224,有色金属-金属非金属新材料-磁性材料,制造业-非金属矿物制品业
300015,医药生物-医疗服务-医疗服务,卫生和社会工作-卫生
000959,钢铁-钢铁-普钢,制造业-黑色金属冶炼和压延加工业
600390,金融-非银行金融-其他非银行金融,金融业-其他金融业
000410,机械设备-通用设备-机床设备,制造业-通用设备制造业
688381,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
301022,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
300909,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
301275,信息技术-计算机软件-行业应用软件,制造业-计算机、通信和其他电子设备制造业
688223,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
601211,金融-非银行金融-证券,金融业-资本市场服务
300988,机械设备-金属制品-金属制品,制造业-金属制品业
600567,轻工制造-造纸印刷-造纸,制造业-造纸和纸制品业
300557,机械设备-通用设备-仪器仪表,制造业-专用设备制造业
002706,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
002596,建材-其他建材-其他建材,制造业-非金属矿物制品业
002648,基础化工-化学原料-其他化学原料,制造业-化学原料和化学制品制造业
300852,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
300351,交运设备-铁路设备-铁路专用设备及器材,制造业-计算机、通信和其他电子设备制造业
600621,金融-非银行金融-证券,金融业-资本市场服务
002891,食品饮料-食品-食品综合,制造业-农副食品加工业
301095,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300855,有色金属-金属非金属新材料-其他金属新材料,制造业-有色金属冶炼和压延加工业
603933,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
605168,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
603700,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
301127,公用事业-环保-环保,电力、热力、燃气及水生产和供应业-水的生产和供应业
300545,电子设备-电子器件-显示器件,制造业-专用设备制造业
300092,机械设备-通用设备-其他通用机械,制造业-专用设备制造业
300449,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
002249,电气设备-电机-电机,制造业-电气机械和器材制造业
601995,金融-非银行金融-证券,金融业-资本市场服务
600449,建材-水泥-水泥,制造业-非金属矿物制品业
600325,房地产-房地产开发-房地产开发,房地产业-房地产业
000785,休闲、生活及专业服务-专业服务-其他专业服务,租赁和商务服务业-商务服务业
003025,机械设备-专用设备-其他专用机械,制造业-通用设备制造业
600984,机械设备-专用设备-工程机械,租赁和商务服务业-租赁业
300139,有色金属-贵金属-黄金,采矿业-有色金属矿采选业
000070,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
002422,医药生物-化学制药-化学制剂,制造业-医药制造业
603988,电气设备-电机-电机,制造业-电气机械和器材制造业
002888,电子设备-消费电子设备-消费电子设备,制造业-计算机、通信和其他电子设备制造业
688469,电子设备-半导体-半导体材料,制造业-计算机、通信和其他电子设备制造业
601012,电气设备-电源设备-太阳能,制造业-电气机械和器材制造业
601949,文化传媒-平面媒体-平面媒体,文化、体育和娱乐业-新闻和出版业
002657,互联网-互联网金融-其他互联网金融,信息传输、软件和信息技术服务业-软件和信息技术服务业
300327,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
300184,电子设备-电子器件-其他电子器件,批发和零售业-批发业
300681,交运设备-汽车-汽车零部件,制造业-汽车制造业
300903,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
000021,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
002745,电子设备-光电子器件-LED,制造业-电气机械和器材制造业
600255,有色金属-基本金属-铜,制造业-有色金属冶炼和压延加工业
300231,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
688153,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
603726,机械设备-通用设备-制冷空调设备,制造业-橡胶和塑料制品业
002796,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
603707,医药生物-化学制药-化学原料药,制造业-医药制造业
002659,文化传媒-教育-教育信息化服务,教育-教育
001379,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002952,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
300935,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
603728,电气设备-电机-电机,制造业-电气机械和器材制造业
300782,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
688256,电子设备-电子设备制造-电子设备制造,信息传输、软件和信息技术服务业-软件和信息技术服务业
603000,互联网-互联网服务-网络媒体,信息传输、软件和信息技术服务业-互联网和相关服务
300513,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300447,电气设备-输变电设备-其他输变电设备,制造业-电气机械和器材制造业
300724,电气设备-电源设备-太阳能,制造业-专用设备制造业
600826,休闲、生活及专业服务-专业服务-其他专业服务,租赁和商务服务业-商务服务业
603897,电气设备-输变电设备-电线电缆,制造业-电气机械和器材制造业
002654,文化传媒-营销服务-营销服务,租赁和商务服务业-商务服务业
002773,医药生物-化学制药-化学制剂,制造业-医药制造业
300002,互联网-互联网服务-游戏娱乐,信息传输、软件和信息技术服务业-互联网和相关服务
002387,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业
605296,农林牧渔-畜牧业-养殖,农、林、牧、渔业-畜牧业
300154,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
300828,机械设备-金属制品-金属制品,制造业-计算机、通信和其他电子设备制造业
603738,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
002885,电子设备-电子器件-其他电子器件,制造业-计算机、通信和其他电子设备制造业
000543,公用事业-电力-火电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
603356,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
300564,休闲、生活及专业服务-专业服务-建筑装饰设计,科学研究和技术服务业-专业技术服务业
002230,信息技术-计算机软件-行业应用软件,信息传输、软件和信息技术服务业-软件和信息技术服务业
600776,信息技术-通信设备-通信传输设备,制造业-计算机、通信和其他电子设备制造业
300251,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
688030,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
605258,电子设备-电子设备制造-电子设备制造,制造业-计算机、通信和其他电子设备制造业
300521,机械设备-专用设备-其他专用机械,制造业-专用设备制造业
601068,建筑-建筑施工-房屋建筑,建筑业-土木工程建筑业
301202,机械设备-通用设备-其他通用机械,制造业-金属制品业
002106,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
300183,电子设备-半导体-集成电路,制造业-仪器仪表制造业
688651,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
002514,机械设备-金属制品-金属制品,制造业-金属制品业
301510,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
601686,钢铁-钢铁-特钢,制造业-金属制品业
688588,信息技术-计算机软件-其他软件服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
688689,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业
300492,休闲、生活及专业服务-专业服务-调查与咨询服务,科学研究和技术服务业-专业技术服务业
001333,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
000738,国防与装备-航空航天装备-航空装备,制造业-铁路、船舶、航空航天和其他运输设备制造业
300399,信息技术-通信设备-通信配套服务,信息传输、软件和信息技术服务业-软件和信息技术服务业
300088,电子设备-电子器件-显示器件,制造业-计算机、通信和其他电子设备制造业
600490,有色金属-基本金属-铜,制造业-有色金属冶炼和压延加工业
300987,互联网-互联网服务-综合互联网服务,信息传输、软件和信息技术服务业-互联网和相关服务
002849,机械设备-通用设备-仪器仪表,制造业-仪器仪表制造业
300337,有色金属-基本金属-铝,制造业-有色金属冶炼和压延加工业
600868,公用事业-电力-水电,电力、热力、燃气及水生产和供应业-电力、热力生产和供应业
002273,电子设备-光电子器件-光学元件,制造业-计算机、通信和其他电子设备制造业
600237,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
300227,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
301026,有色金属-稀有金属-其他稀有小金属,制造业-废弃资源综合利用业
300407,电气设备-输变电设备-电气自控设备,制造业-铁路、船舶、航空航天和其他运输设备制造业
603202,交运设备-汽车-汽车零部件,制造业-汽车制造业
600763,医药生物-医疗服务-医疗服务,卫生和社会工作-卫生
002564,建筑-建筑施工-专业工程,制造业-专用设备制造业
603290,电子设备-半导体-半导体分立器件,制造业-计算机、通信和其他电子设备制造业
603381,电气设备-其他电气设备-其他电气设备,制造业-电气机械和器材制造业
300263,公用事业-环保-环保,制造业-通用设备制造业
300547,交运设备-汽车-汽车零部件,制造业-橡胶和塑料制品业
603106,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
688007,家电-视听器材-视听器材,制造业-计算机、通信和其他电子设备制造业
600171,电子设备-半导体-集成电路,制造业-计算机、通信和其他电子设备制造业
600292,公用事业-环保-环保,水利、环境和公共设施管理业-生态保护和环境治理业
300421,机械设备-通用设备-其他通用机械,制造业-通用设备制造业
002180,信息技术-计算机硬件-PC、服务器及硬件,制造业-计算机、通信和其他电子设备制造业
688636,信息技术-计算机硬件-专用计算机设备,制造业-计算机、通信和其他电子设备制造业
301419,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
688147,电气设备-其他电气设备-其他电气设备,制造业-专用设备制造业
301173,交运设备-汽车-汽车零部件,制造业-汽车制造业
300370,电气设备-输变电设备-电气自控设备,制造业-仪器仪表制造业
600178,交运设备-汽车-汽车零部件,制造业-汽车制造业
603337,机械设备-专用设备-纺织服装机械,制造业-专用设备制造业
600104,交运设备-汽车-乘用车,制造业-汽车制造业
688819,电气设备-电源设备-储能设备,制造业-电气机械和器材制造业
688269,基础化工-化学制品-其他化学制品,制造业-化学原料和化学制品制造业
301165,信息技术-通信设备-通信终端设备,制造业-计算机、通信和其他电子设备制造业
603186,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
300083,机械设备-专用设备-其他专用机械,制造业-通用设备制造业
301180,电子设备-电子元件-电子元件,制造业-计算机、通信和其他电子设备制造业
300133,文化传媒-影视动漫-影视,文化、体育和娱乐业-广播、电视、电影和录音制作业
